학년	교과과정	교과영역구분	학수강좌번호	교과목명	교원명	수업캠퍼스	요일/시간	강의실	학점	이론	실습	공학설계	강의계획서	교과목해설	강의유형	강의종류	원어강의	강평결과	이수구분	강의미리보기	개설대학	개설학과/전공	비고	교과목영문명
1,2학년	전공	기초	CSE2014-01	기초프로그래밍	홍정모	서울	월5.0-6.5/13:00-15:00,수5.0-6.5/13:00-15:00	401-6119(신공학관(기숙사) 6119 컴퓨터공학 실습실1(ESC4)),401-6119(신공학관(기숙사) 6119 컴퓨터공학 실습실1(ESC4))	3	2	2	 0.0			이론+실습	일반강의			전공		공과대학	컴퓨터공학전공		Introduction to Programming
1,2학년	전공	기초	CSE2014-02	기초프로그래밍	홍정모	서울	월7.0-8.5/15:00-17:00,수9.0-10.5/17:00-18:50	401-6119(신공학관(기숙사) 6119 컴퓨터공학 실습실1(ESC4)),401-6119(신공학관(기숙사) 6119 컴퓨터공학 실습실1(ESC4))	3	2	2	 0.0			이론+실습	일반강의			전공		공과대학	컴퓨터공학전공		Introduction to Programming
1,2학년	전공	기초	CSE2014-03	기초프로그래밍	장태무	서울	월5.0-6.5/13:00-15:00,수5.0-6.5/13:00-15:00	401-3183(신공학관(기숙사) 3183 컴퓨터공학 실습실2),401-5145(신공학관(기숙사) 5145 강의실)	3	2	2	 0.0			이론+실습	일반강의			전공		공과대학	컴퓨터공학전공		Introduction to Programming
1학년	전공	기초	CSE2016-01	창의적공학설계	신연순	서울	화5.0-6.5/13:00-15:00,목5.0-6.5/13:00-15:00	401-3142(신공학관(기숙사) 3142 기초설계실습실),401-3142(신공학관(기숙사) 3142 기초설계실습실)	3	2	2	 3.0			이론+실습	일반강의			전필		공과대학	컴퓨터공학전공	컴공만 수강 가능	Creative Engineering Design
2학년	전공	기초	CSE2017-01	자료구조와실습	김준태	서울	화8.0-9.5/16:00-18:00,목2.0-3.5/10:00-12:00	401-6144(신공학관(기숙사) 6144 강의실),401-6119(신공학관(기숙사) 6119 컴퓨터공학 실습실1(ESC4))	3	2	2	 1.0			이론+실습	일반강의			전필		공과대학	컴퓨터공학전공		Data Structure
2학년	전공	기초	CSE2017-02	자료구조와실습	김준태	서울	화2.0-3.5/10:00-12:00,목5.0-6.5/13:00-15:00	401-6144(신공학관(기숙사) 6144 강의실),401-6119(신공학관(기숙사) 6119 컴퓨터공학 실습실1(ESC4))	3	2	2	 1.0			이론+실습	일반강의			전필		공과대학	컴퓨터공학전공		Data Structure
2학년	전공	기초	CSE2017-03	자료구조와실습	최은만	서울	화8.0-9.5/16:00-18:00,목2.0-3.5/10:00-12:00	401-3182(신공학관(기숙사) 3182 컴퓨터공학 실습실3),401-6144(신공학관(기숙사) 6144 강의실)	3	2	2	 1.0			이론+실습	외국어강의	영어		전필		공과대학	컴퓨터공학전공	영어강의	Data Structure
1,2학년	전공	기초	CSE2018-01	컴퓨터구성	장태무	서울	월2.0-3.5/10:00-12:00,수7.0-8.5/15:00-17:00	401-6144(신공학관(기숙사) 6144 강의실),401-6119(신공학관(기숙사) 6119 컴퓨터공학 실습실1(ESC4))	3	2	2	 0.0			이론+실습	일반강의			전필		공과대학	컴퓨터공학전공		Computer Organization
1,2학년	전공	기초	CSE2018-02	컴퓨터구성	장태무	서울	수2.0-3.5/10:00-12:00,금2.0-3.5/10:00-12:00	401-6144(신공학관(기숙사) 6144 강의실),401-3183(신공학관(기숙사) 3183 컴퓨터공학 실습실2)	3	2	2	 0.0			이론+실습	일반강의			전필		공과대학	컴퓨터공학전공		Computer Organization
1,2학년	전공	기초	CSE2018-03	컴퓨터구성	장태무	서울	월7.0-8.5/15:00-17:00,금5.0-6.5/13:00-15:00	401-6144(신공학관(기숙사) 6144 강의실),401-6119(신공학관(기숙사) 6119 컴퓨터공학 실습실1(ESC4))	3	2	2	 0.0			이론+실습	일반강의			전필		공과대학	컴퓨터공학전공		Computer Organization
2학년	전공	기초	CSE2019-01	객체지향언어와실습	오세만	서울	월7.0-8.5/15:00-17:00,수7.0-8.5/15:00-17:00	401-10144(신공학관(기숙사) 10144 컴퓨터공학과 세미나실2),401-3182(신공학관(기숙사) 3182 컴퓨터공학 실습실3)	3	2	2	 1.0			이론+실습	일반강의			전공		공과대학	컴퓨터공학전공		Object-Oriented Language and Practice
2학년	전공	기초	CSE2019-02	객체지향언어와실습	오세만	서울	화7.0-8.5/15:00-17:00,목2.0-3.5/10:00-12:00	401-10144(신공학관(기숙사) 10144 컴퓨터공학과 세미나실2),401-3182(신공학관(기숙사) 3182 컴퓨터공학 실습실3)	3	2	2	 1.0			이론+실습	일반강의			전공		공과대학	컴퓨터공학전공		Object-Oriented Language and Practice
2학년	전공	기초	CSE2019-03	객체지향언어와실습	문봉교	서울	화5.0-6.5/13:00-15:00,목7.0-8.5/15:00-17:00	401-6119(신공학관(기숙사) 6119 컴퓨터공학 실습실1(ESC4)),401-5145(신공학관(기숙사) 5145 강의실)	3	2	2	 1.0			이론+실습	일반강의			전공		공과대학	컴퓨터공학전공		Object-Oriented Language and Practice
1,2학년	전공	기초	CSE2022-01	심화프로그래밍	정준호	서울	월2.0-3.5/10:00-12:00,수2.0-3.5/10:00-12:00	401-5145(신공학관(기숙사) 5145 강의실),401-6119(신공학관(기숙사) 6119 컴퓨터공학 실습실1(ESC4))	3	2	2	 0.0			이론+실습	일반강의			전공		공과대학	컴퓨터공학전공		Advanced Programming
1,2학년	전공	기초	CSE2022-02	심화프로그래밍	정준호	서울	월9.0-10.5/17:00-18:50,목9.0-10.5/17:00-18:50	401-5145(신공학관(기숙사) 5145 강의실),401-6119(신공학관(기숙사) 6119 컴퓨터공학 실습실1(ESC4))	3	2	2	 0.0			이론+실습	일반강의			전공		공과대학	컴퓨터공학전공		Advanced Programming
3,4학년	전공	기초	DES2001-01	커리어멘토링	류철	서울	화9.0-11.5/17:00-19:40	401-5143(신공학관(기숙사) 5143 강의실)	3	3	0	 0.0			이론	일반강의			전공		공과대학	공과대	(정통)주전공(2,3학년)학생만 신청가능	Career Mentoring
3,4학년	전공	기초	DES2001-02	커리어멘토링	김홍일	서울	화9.0-11.5/17:00-19:40	405-543(원흥관 1,3 E543 건축학과 세미나실)	3	3	0	 0.0			이론	일반강의			전공		공과대학	공과대	(건축)주전공(2,3학년)학생만 신청가능	Career Mentoring
3,4학년	전공	기초	DES2001-03	커리어멘토링	심재원	서울	화9.0-11.5/17:00-19:40	401-5147(신공학관(기숙사) 5147 강의실)	3	3	0	 0.0			이론	일반강의			전공		공과대학	공과대	(전자)주전공(2,3학년)학생만 신청가능	Career Mentoring
3,4학년	전공	전문	CSE4029-01	컴퓨터알고리즘과실습	정진우	서울	화7.0-8.5/15:00-17:00,목7.0-8.5/15:00-17:00	401-5145(신공학관(기숙사) 5145 강의실),401-6119(신공학관(기숙사) 6119 컴퓨터공학 실습실1(ESC4))	3	2	2	 1.0			이론+실습	일반강의			전공		공과대학	컴퓨터공학전공		Computer Algorithm and Practice
3,4학년	전공	전문	CSE4029-02	컴퓨터알고리즘과실습	홍영식	서울	월3.0-4.5/11:00-13:00,수7.0-8.5/15:00-17:00	401-6119(신공학관(기숙사) 6119 컴퓨터공학 실습실1(ESC4)),401-5145(신공학관(기숙사) 5145 강의실)	3	2	2	 1.0			이론+실습	일반강의			전공		공과대학	컴퓨터공학전공		Computer Algorithm and Practice
3,4학년	전공	전문	CSE4031-01	형식언어	오세만	서울	월1.0-2.0/09:00-10:30,화1.0-2.0/09:00-10:30	401-10144(신공학관(기숙사) 10144 컴퓨터공학과 세미나실2),401-10144(신공학관(기숙사) 10144 컴퓨터공학과 세미나실2)	3	3	0	 0.0			이론	일반강의			전공		공과대학	컴퓨터공학전공		Finite Automata
3,4학년	전공	전문	CSE4031-02	형식언어	손윤식	서울	월2.5-3.5/10:30-12:00,목2.5-3.5/10:30-12:00	401-10144(신공학관(기숙사) 10144 컴퓨터공학과 세미나실2),401-10144(신공학관(기숙사) 10144 컴퓨터공학과 세미나실2)	3	3	0	 0.0			이론	일반강의			전공		공과대학	컴퓨터공학전공		Finite Automata
3,4학년	전공	전문	CSE4032-01	프로그래밍언어개념	주해종	서울	월9.0-10.0/17:00-18:25,목7.0-8.0/15:00-16:30	401-6144(신공학관(기숙사) 6144 강의실),401-6144(신공학관(기숙사) 6144 강의실)	3	3	0	 0.0			이론	일반강의			전공		공과대학	컴퓨터공학전공	기초프로그래밍(2011학번까지는 프로그래밍기초와실습)을 이수한 학생만 수강 가능	Concepts of Programming Language
3,4학년	전공	전문	CSE4032-02	프로그래밍언어개념	주해종	서울	목9.0-10.0/17:00-18:25,금6.0-7.0/14:00-15:30	401-6144(신공학관(기숙사) 6144 강의실),401-5145(신공학관(기숙사) 5145 강의실)	3	3	0	 0.0			이론	일반강의			전공		공과대학	컴퓨터공학전공	기초프로그래밍(2011학번까지는 프로그래밍기초와실습)을 이수한 학생만 수강 가능	Concepts of Programming Language
3,4학년	전공	전문	CSE4033-01	운영체제	이강우	서울	화5.5-6.5/13:30-15:00,목5.0-6.0/13:00-14:30	401-5145(신공학관(기숙사) 5145 강의실),401-6144(신공학관(기숙사) 6144 강의실)	3	3	0	 0.0			이론	일반강의			전공		공과대학	컴퓨터공학전공		Operating System
3,4학년	전공	전문	CSE4033-02	운영체제	이금석	서울	화1.0-2.0/09:00-10:30,목1.0-2.0/09:00-10:30	401-5145(신공학관(기숙사) 5145 강의실),401-5145(신공학관(기숙사) 5145 강의실)	3	3	0	 0.0			이론	일반강의			전공		공과대학	컴퓨터공학전공		Operating System
3,4학년	전공	전문	CSE4037-01	데이터베이스시스템	이용규	서울	화2.5-3.5/10:30-12:00,목2.5-3.5/10:30-12:00	401-5145(신공학관(기숙사) 5145 강의실),401-5145(신공학관(기숙사) 5145 강의실)	3	3	0	 0.0			이론	외국어강의	영어		전공		공과대학	컴퓨터공학전공	영어강의	Database System
3,4학년	전공	전문	CSE4037-02	데이터베이스시스템	송양의	서울	월5.5-6.5/13:30-15:00,수9.0-10.0/17:00-18:25	401-5145(신공학관(기숙사) 5145 강의실),401-5145(신공학관(기숙사) 5145 강의실)	3	3	0	 0.0			이론	일반강의			전공		공과대학	컴퓨터공학전공		Database System
3,4학년	전공	전문	CSE4043-01	컴퓨터네트워킹	안종석	서울	월5.5-6.5/13:30-15:00,수7.5-8.5/15:30-17:00	401-6144(신공학관(기숙사) 6144 강의실),401-6144(신공학관(기숙사) 6144 강의실)	3	3	0	 0.0			이론	일반강의			전공		공과대학	컴퓨터공학전공		Computer Networking
3,4학년	전공	전문	CSE4044-01	컴퓨터보안	문봉교	서울	수4.0-5.0/12:00-13:30,금4.0-5.0/12:00-13:30	401-6144(신공학관(기숙사) 6144 강의실),401-6144(신공학관(기숙사) 6144 강의실)	3	3	0	 0.0			이론	일반강의			전공		공과대학	컴퓨터공학전공		COmputer Secutiry
3,4학년	전공	전문	CSE4051-01	객체지향설계와패턴	최은만	서울	화2.5-4.0/10:30-12:30,목5.0-6.5/13:00-15:00	401-10144(신공학관(기숙사) 10144 컴퓨터공학과 세미나실2),401-3182(신공학관(기숙사) 3182 컴퓨터공학 실습실3)	3	2	2	 1.0			이론+실습	일반강의			전공		공과대학	컴퓨터공학전공		Object-Oriented Design and Patterns
3,4학년	전공	전문	CSE4053-01	모바일컴퓨팅	문봉교	서울	수6.0-7.0/14:00-15:30,금6.0-7.0/14:00-15:30	401-6144(신공학관(기숙사) 6144 강의실),401-6144(신공학관(기숙사) 6144 강의실)	3	3	0	 0.0			이론	외국어강의	영어		전공		공과대학	컴퓨터공학전공	영어강의	Mobile Computing
3,4학년	전공	전문	CSE4060-01	컴퓨터그래픽스입문	홍정모	서울	화7.0-8.5/15:00-17:00,금2.0-3.5/10:00-12:00	401-6119(신공학관(기숙사) 6119 컴퓨터공학 실습실1(ESC4)),401-6119(신공학관(기숙사) 6119 컴퓨터공학 실습실1(ESC4))	3	2	2	 0.0			이론+실습	외국어강의	영어		전공		공과대학	컴퓨터공학전공	영어강의	Introduction to Computer Graphics
3,4학년	전공	전문	CSE4061-01	S/W품질관리및테스팅	최은만	서울	화6.0-7.5/14:00-16:00,금2.0-3.5/10:00-12:00	401-6144(신공학관(기숙사) 6144 강의실),401-3182(신공학관(기숙사) 3182 컴퓨터공학 실습실3)	3	2	2	 0.0			이론+실습	일반강의			전공		공과대학	컴퓨터공학전공		Software Quality Assurance
3,4학년	전공	전문	CSE4063-01	디지털영상처리	정진우	서울	화5.0-6.5/13:00-15:00,목5.0-6.5/13:00-15:00	401-3183(신공학관(기숙사) 3183 컴퓨터공학 실습실2),401-3183(신공학관(기숙사) 3183 컴퓨터공학 실습실2)	3	2	2	 1.0			이론+실습	외국어강의	영어		전공		공과대학	컴퓨터공학전공	영어강의	Digital Image Processing
3,4학년	전공	전문	CSE4066-01	컴퓨터공학종합설계1	안종석	서울	월9.0-10.5/17:00-18:50,금8.0-9.5/16:00-18:00	401-10144(신공학관(기숙사) 10144 컴퓨터공학과 세미나실2),401-3183(신공학관(기숙사) 3183 컴퓨터공학 실습실2)	3	2	2	 3.0			이론+실습	외국어강의	영어		전필		공과대학	컴퓨터공학전공	영어강의, 주니어디자인프로젝트(2011학번까지는 자료구조와실습)를 이수한 학생만 수강 가능	Computer Engineering Capstone Design 1
3,4학년	전공	전문	CSE4066-02	컴퓨터공학종합설계1	이용규	서울	화9.0-10.5/17:00-18:50,금8.0-9.5/16:00-18:00	401-10144(신공학관(기숙사) 10144 컴퓨터공학과 세미나실2),401-3182(신공학관(기숙사) 3182 컴퓨터공학 실습실3)	3	2	2	 3.0			이론+실습	외국어강의	영어		전필		공과대학	컴퓨터공학전공	영어강의, 주니어디자인프로젝트(2011학번까지는 자료구조와실습)를 이수한 학생만 수강 가능	Computer Engineering Capstone Design 1
3,4학년	전공	전문	CSE4066-03	컴퓨터공학종합설계1	이강우	서울	화9.0-10.5/17:00-18:50,금8.0-9.5/16:00-18:00	401-5145(신공학관(기숙사) 5145 강의실),401-10144(신공학관(기숙사) 10144 컴퓨터공학과 세미나실2)	3	2	2	 3.0			이론+실습	외국어강의	영어		전필		공과대학	컴퓨터공학전공	영어강의, 주니어디자인프로젝트(2011학번까지는 자료구조와실습)를 이수한 학생만 수강 가능	Computer Engineering Capstone Design 1
3,4학년	전공	전문	CSE4066-04	컴퓨터공학종합설계1	정진우	서울	화9.0-10.5/17:00-18:50,금8.0-9.5/16:00-18:00	401-3183(신공학관(기숙사) 3183 컴퓨터공학 실습실2),401-6119(신공학관(기숙사) 6119 컴퓨터공학 실습실1(ESC4))	3	2	2	 3.0			이론+실습	외국어강의	영어		전필		공과대학	컴퓨터공학전공	영어강의, 주니어디자인프로젝트(2011학번까지는 자료구조와실습)를 이수한 학생만 수강 가능	Computer Engineering Capstone Design 1
3,4학년	전공	전문	CSE4067-01	컴퓨터공학종합설계2	주해종	서울	월7.0-8.5/15:00-17:00,금8.0-9.5/16:00-18:00	401-5145(신공학관(기숙사) 5145 강의실),401-5145(신공학관(기숙사) 5145 강의실)	3	2	2	 3.0			이론+실습	외국어강의	영어		전필		공과대학	컴퓨터공학전공	영어강의	Computer Engineering Capstone Design 2
3,4학년	전공	전문	DES3107-01	개별연구(복층터널 분기구간의 축소모형시험)	김범주	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3108-01	개별연구(대학의 3가지 본질로 바라본 캠퍼스 변용 연구)	백용운	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3109-01	개별연구(방콕 도시 진화에 관한 연구)	한광야	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3110-01	개별연구(나노 셀룰로오스가 첨가된 하이브리드 복합재의 기계적 특성에 관한 기초연구)	임중연	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3111-01	개별연구(Viola-Jones Face Detector 구현과 이를 활용한 응용 프로젝트 개발)	정승원	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3112-01	개별연구(NUI/NUX 기반 실감형 콘텐츠 연구 개발)	조경은	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3113-01	개별연구(만성질환과 생활습관에 관한 Meta Analysis)	염세경	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3114-01	개별연구(기술 사업화 및 사회적 활용, 확산을 위한 리빙랩 구축 방안 연구)	윤병운	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3115-01	개별연구(제조/물류 빅데이터 시스템)	이용한	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3116-01	개별연구(유비쿼터스 헬스케어 기기 (u-Health device) 및 서비스 개선)	조성구	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3117-01	개별연구(2차원 소재 합성 연구)	김기강	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3118-01	개별연구(리튬 이차전지 및 슈퍼캐패시터용 전극 소재 합성 및 전지 성능 평가)	남경완	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3119-01	개별연구(두 층으로 이루어진 ZnO/In2O3  산화물 트랜지스터 성능 최적화 )	노용영	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3120-01	개별연구(분자의 구조 및 정렬에 따른 유기박막트랜지스터의 성능 변화에 대한 연구)	노용영	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3121-01	개별연구(OLED용 용액공정 투명전극 연구)	노용영	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3122-01	개별연구(wrapping 고분자의 종류에 따른 CNT기반 암모니아 가스센서 성능 변화연구)	노용영	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3123-01	개별연구(다층 Barrier박막적용에 따른 OTFT 수명향상 연구)	노용영	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3124-01	개별연구(Ultra thin 유기트랜지스터 제조공정 연구)	노용영	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3125-01	개별연구(Fiber 기반 all printable white OLED  개발)	노용영	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3126-01	개별연구(반도체 CNT 잉크 제조 시 용매에 따른 수율조사)	노용영	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3127-01	개별연구(단일 마이크 기반 음원 위치 추정 기술)	김건욱	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3128-01	개별연구(유기전자공학)	심재원	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3129-01	개별연구(빅데이터 분석과 응용)	김준태	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3130-01	개별연구(파이썬을 이용한 해킹방법에 대한 연구)	문봉교	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3131-01	개별연구(파이썬 라이브러리를 활용한 데이터분석)	문봉교	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3132-01	개별연구(오픈스택 플랫폼을 이용한 클라우드 컴퓨팅 환경 구축 및 운영)	문봉교	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3133-01	개별연구(파이썬 Django를 이용한 웹프로그래밍)	문봉교	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3134-01	개별연구(타이젠(Tizen) 웹 앱과 웨어러블 프로그래밍)	문봉교	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3135-01	개별연구(반응형 모바일 웹앱 만들기)	문봉교	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3136-01	개별연구(R을 이용한 데이터과학 응용)	문봉교	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3137-01	개별연구(GUI 기반 SIC/XE 어셈블러 및 시뮬레이터 구현)	문봉교	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3138-01	개별연구(빅데이터를 분석하기 위한 환경 구축 및 성능 평가)	안종석	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3139-01	개별연구(효과적인 입력값 검증 보안약점 제거를 위한 검사도구에 대한 연구)	오세만	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3140-01	개별연구(word2vec와 spark를 이용한 인터넷 트렌드 분석)	이강우	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3141-01	개별연구(Amazon 물류창고의 운영방법 개선연구)	정진우	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3142-01	개별연구(글로벌 적정기술 설계1)	정진우	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3143-01	개별연구(터치방식 자물쇠의 보안 취약점 분석)	정진우	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3144-01	개별연구(Process Simulation and Design)	마이클존빈스	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3145-01	개별연구(복학기능성 코팅용 나노소재 제조와 특성 연구)	박상권	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3146-01	개별연구(피부장벽에 미치는 스핑고리피드의 영향 연구)	박장서	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES3147-01	개별연구(온실가스 대응 기술 개발)	박정훈	서울			1	1	0	 0.0							전공		공과대학	공과대		Individual Research
3,4학년	전공	전문	DES4006-01	기업체맞춤형프로젝트1	김숙경	서울	목11.0-13.5/18:50-21:30	405-347(원흥관 1,3 E347 강의실)	3	0	3				이론	일반강의			전공		공과대학	공과대		ICIP1(Internship & Capstone design Integrated Program)
3,4학년	전공	전문	DES4012-01	창업캡스톤디자인1	이송현	서울	수10.0-12.5/18:00-20:30	401-4161(신공학관(기숙사) 4161 종합설계실습실)	3	3	0				이론	일반강의			전공		공과대학	공과대		Entrepreneurship Capstone Design 1
3,4학년	전공	전문	DES4012-02	창업캡스톤디자인1	성창수	서울	수10.0-12.5/18:00-20:30	405-250(원흥관 1,3 E250 강의실)	3	3	0				이론	일반강의			전공		공과대학	공과대		Entrepreneurship Capstone Design 1
1학년	공통교양	불교	RGC0003-01	불교와인간	하춘생	서울	월1.0-2.5/09:00-11:00	201-222(사회과학/경영관 M215 강의실)	2	2	0	 0.0			이론				공교		불교대학	불교학부	수강대상 학사제도및학업이수가이드 참조	Buddhism & Human Being
1학년	공통교양	불교	RGC0003-02	불교와인간	최원섭	서울	월1.0-2.5/09:00-11:00	201-226(사회과학/경영관 M216 강의실)	2	2	0	 0.0			이론				공교		불교대학	불교학부	수강대상 학사제도및학업이수가이드 참조	Buddhism & Human Being
1학년	공통교양	불교	RGC0003-04	불교와인간	박찬욱	서울	월1.0-2.5/09:00-11:00	407-207(정보문화관P P402 강의실)	2	2	0	 0.0			이론				공교		불교대학	불교학부	수강대상 학사제도및학업이수가이드 참조	Buddhism & Human Being
1학년	공통교양	불교	RGC0003-05	불교와인간	민명숙(벽공)	서울	월7.0-8.5/15:00-17:00	201-222(사회과학/경영관 M215 강의실)	2	2	0	 0.0			이론				공교		불교대학	불교학부	수강대상 학사제도및학업이수가이드 참조	Buddhism & Human Being
1학년	공통교양	불교	RGC0003-06	불교와인간	박재용	서울	월7.0-8.5/15:00-17:00	407-203(정보문화관P P401 강의실)	2	2	0	 0.0			이론				공교		불교대학	불교학부	수강대상 학사제도및학업이수가이드 참조	Buddhism & Human Being
1학년	공통교양	불교	RGC0003-08	불교와인간	박민경	서울	월7.0-8.5/15:00-17:00	201-226(사회과학/경영관 M216 강의실)	2	2	0	 0.0			이론				공교		불교대학	불교학부	외국인전용	Buddhism & Human Being
1학년	공통교양	불교	RGC0003-09	불교와인간	황정일	서울	화5.0-6.5/13:00-15:00	407-203(정보문화관P P401 강의실)	2	2	0	 0.0			이론				공교		불교대학	불교학부	수강대상 학사제도및학업이수가이드 참조	Buddhism & Human Being
1학년	공통교양	불교	RGC0003-10	불교와인간	이석환	서울	화5.0-6.5/13:00-15:00	407-207(정보문화관P P402 강의실)	2	2	0	 0.0			이론				공교		불교대학	불교학부	수강대상 학사제도및학업이수가이드 참조	Buddhism & Human Being
1학년	공통교양	불교	RGC0003-11	불교와인간	이홍구	서울	수4.0-5.5/12:00-14:00	201-222(사회과학/경영관 M215 강의실)	2	2	0	 0.0			이론				공교		불교대학	불교학부	수강대상 학사제도및학업이수가이드 참조	Buddhism & Human Being
1학년	공통교양	불교	RGC0003-12	불교와인간	김종욱(일초)	서울	수4.0-5.5/12:00-14:00	201-226(사회과학/경영관 M216 강의실)	2	2	0	 0.0			이론				공교		불교대학	불교학부	수강대상 학사제도및학업이수가이드 참조	Buddhism & Human Being
1학년	공통교양	불교	RGC0003-13	불교와인간	강기선(도업)	서울	수4.0-5.5/12:00-14:00	407-203(정보문화관P P401 강의실)	2	2	0	 0.0			이론				공교		불교대학	불교학부	외국인전용	Buddhism & Human Being
1학년	공통교양	불교	RGC0003-14	불교와인간	전미옥	서울	수4.0-5.5/12:00-14:00	407-207(정보문화관P P402 강의실)	2	2	0	 0.0			이론				공교		불교대학	불교학부	수강대상 학사제도및학업이수가이드 참조	Buddhism & Human Being
1학년	공통교양	불교	RGC0003-15	불교와인간	오명지	서울	목5.0-6.5/13:00-15:00	201-226(사회과학/경영관 M216 강의실)	2	2	0	 0.0			이론				공교		불교대학	불교학부	수강대상 학사제도및학업이수가이드 참조	Buddhism & Human Being
1학년	공통교양	불교	RGC0003-16	불교와인간	김영일	서울	금1.0-2.5/09:00-11:00	407-207(정보문화관P P402 강의실)	2	2	0	 0.0			이론				공교		불교대학	불교학부	수강대상 학사제도및학업이수가이드 참조	Buddhism & Human Being
1학년	공통교양	불교	RGC0003-17	불교와인간	김한상	일산	수2.0-3.5/10:00-12:00	1103-317(약학관 317 강의실)	2	2	0	 0.0			이론				공교		불교대학	불교학부	일산캠퍼스 약대전용	Buddhism & Human Being
1학년	공통교양	불교	RGC0003-19	불교와인간	정유식	서울	목5.0-6.5/13:00-15:00	407-207(정보문화관P P402 강의실)	2	2	0	 0.0			이론				공교		불교대학	불교학부	수강대상 학사제도및학업이수가이드 참조	Buddhism & Human Being
1학년	공통교양	불교	RGC0003-20	불교와인간	배경아	서울	금1.0-2.5/09:00-11:00	201-222(사회과학/경영관 M215 강의실)	2	2	0	 0.0			이론				공교		불교대학	불교학부	수강대상 학사제도및학업이수가이드 참조	Buddhism & Human Being
1학년	공통교양	불교	RGC0003-21	불교와인간	곽도영	서울	목5.0-6.5/13:00-15:00	201-222(사회과학/경영관 M215 강의실)	2	2	0	 0.0			이론				공교		불교대학	불교학부	수강대상 학사제도및학업이수가이드 참조	Buddhism & Human Being
1학년	공통교양	불교	RGC0003-22	불교와인간	김지연	서울	금8.0-9.5/16:00-18:00	201-226(사회과학/경영관 M216 강의실)	2	2	0	 0.0			이론				공교		불교대학	불교학부	수강대상 학사제도및학업이수가이드 참조	Buddhism & Human Being
